DataHora,Idade,Sexo,TempoDocencia,CursoGraduacao,PosEmEstatistica,UsoR,UsoTinkerplots,UsoFathom,UsoExcel,UsoSPSS,UsoCODAP,UsoMinitab,UsoPython,UsoSigmaplot,UsoPSPP,NomeOutros1,UsoOutro1,NomeOutros2,UsoOutro2,NomeOutros3,UsoOutro3
07/12/2023 13:55:49,53,Feminino,17,"Engenharia Florestal, Veterinária e Zootecnia",Sim,5,,,5,,,,2,,,QGIS,2,,,,
07/12/2023 14:47:24,37,Masculino,7,Licenciatura em Ciências Biológicas,Não,2,,,5,,,,,,,PAST,5,Statistica,3,,
07/12/2023 15:10:34,47,Masculino,10,Psicologia,Não,5,,,,,,,5,,,,,,,,
07/12/2023 16:36:31,63,Feminino,30,,Não,5,,,3,,,,3,,,,,,,,
07/12/2023 16:47:06,39,Masculino,13,Engenharia Florestal,Não,,,,5,3,,3,,,,Bioestat,5,R/ Rstudio,5,Past,5
07/12/2023 17:51:23,64,Masculino,20,Engenharia Agronômica,Não,5,1,1,3,1,1,1,1,1,1,,,,,,
07/12/2023 17:54:04,47,Masculino,21,Ciências Atuariais,Sim,5,1,1,4,1,1,2,1,1,,BrOffice,1,,,,
07/12/2023 18:12:57,37,Feminino,7,Estatística,Sim,4,1,1,4,1,1,1,1,1,1,,,,,,
07/12/2023 19:47:56,60,Masculino,31,Estatística,Sim,4,1,1,2,1,1,1,1,1,1,,,,,,
07/12/2023 20:34:36,42,Masculino,20,Licenciatura em Matemática e Bacharelado em Estatística,Sim,5,1,1,2,1,1,1,4,1,1,,,,,,
07/12/2023 20:53:02,66,Masculino,5,Ciências Econômicas,Não,3,1,1,5,5,,3,3,1,5,JAMOVI,5,,,,
07/12/2023 21:17:58,36,Masculino,13,Matemática,Sim,4,1,1,4,1,1,1,1,1,1,,,,,,
08/12/2023 08:49:44,34,Masculino,5,Licenciatura em Matemática,Não,1,1,1,3,1,1,1,,1,1,Texstudio,5,Geogebra,4,Screenmarker,5
08/12/2023 15:17:01,58,Masculino,25,Bacharelado em Estatística,Não,1,1,1,5,1,1,1,1,1,1,,,,,,
08/12/2023 17:33:44,63,Feminino,40,Estatística,Sim,2,1,1,5,2,1,5,1,1,1,,,,,,
08/12/2023 18:53:43,26,Feminino,2,Licenciatura em Matemática,Não,5,1,1,5,1,1,1,1,1,1,,,,,,
08/12/2023 20:01:39,33,Masculino,5,Estatística,Sim,5,1,1,4,2,1,1,1,1,1,,,,,,
08/12/2023 23:06:10,39,Masculino,10,Biologia,Não,5,1,1,4,3,1,2,2,1,1,,,,,,
09/12/2023 17:44:37,56,Masculino,18,Ciências Biológicas,Não,4,,,5,,,,,,,PAST,5,JAMOVI,5,SISVAR,5
09/12/2023 19:01:49,61,Masculino,2,Estatística,Sim,4,1,1,4,3,1,4,3,3,3,STATISTICA,1,,,,
10/12/2023 19:03:24,30,Masculino,2,Licenciatura em Matemática,Não,2,1,1,5,1,1,1,1,,1,GeoGebra,5,,,,
11/12/2023 08:37:56,36,Feminino,8,Enfermagem,Não,3,1,1,5,4,1,1,1,1,1,Epiinfo,5,Statistica,5,Stata,3
11/12/2023 08:39:38,54,Masculino,21,Administração,Não,1,1,1,4,3,1,3,2,1,1,statistic,1,,,,
11/12/2023 08:52:20,37,Masculino,4,Zootecnia,Não,4,1,1,5,1,1,1,1,1,,SAS,1,,,,
11/12/2023 09:10:53,49,Masculino,12,Biologia,Sim,1,1,1,5,5,1,1,1,1,1,,,,,,
11/12/2023 09:11:10,,Feminino,8,Bacharelado em Estatística,Sim,5,1,1,4,2,1,2,1,1,1,,,,,,
11/12/2023 14:33:27,30,Masculino,5,Licenciatura em Matemática,Sim,5,1,1,5,2,1,1,3,1,1,,,,,,
12/12/2023 09:50:40,36,Masculino,5,Estatística,Sim,3,1,1,2,1,1,1,1,1,1,,,,,,
12/12/2023 12:17:29,49,Masculino,1,Engenharia Agronômica,Não,,,,3,,,,,3,,,,,,,
12/12/2023 14:27:02,45,Feminino,2,Ciências Biológicas,Não,4,1,1,5,2,1,1,2,1,1,,,,,,
12/12/2023 20:20:12,49,Feminino,1,Contabeis,Não,1,1,1,5,2,1,1,1,1,1,,,,,,
13/12/2023 12:56:35,48,Masculino,19,Matemática,Sim,5,1,1,5,1,1,5,5,1,1,,,,,,
13/12/2023 15:40:37,39,Feminino,5,Estatística,Sim,5,1,1,2,2,1,2,2,1,,,,,,,
14/12/2023 22:15:11,36,Masculino,7,Matemática,Sim,5,1,1,5,3,1,1,3,1,3,,,,,,
15/12/2023 06:55:52,,Masculino,12,Matemática,Não,,1,1,4,2,1,1,1,1,1,Planilhas CALC - Pacote LibreOffice,5,APP ESTATÍSTICA GTED/UFFS. Autoral em parceria com um pesquisador da Turquia. Disponível em: http://www.profcarlosfranca.com.br/,5,APP SIMULADOR DE PROBABILIDADE - Autoral - Disponível no Google Play store e com acesso na ABA ESTATÍSTICA do meu portal :  http://www.profcarlosfranca.com.br/,5
15/12/2023 07:16:49,38,Masculino,2,Ciências Sociais,Não,5,1,1,4,2,1,1,2,1,2,,,,,,
15/12/2023 08:14:38,47,Masculino,5,Ciências da Computação,Não,1,1,1,4,1,1,1,5,1,1,pandas - Python Data Analysis Library,5,seaborn: statistical data visualization,5,SymPy,5
15/12/2023 08:58:55,38,Masculino,13,Agronomia,Não,5,1,1,5,1,1,1,1,1,2,,,,,,
15/12/2023 10:11:58,58,Masculino,34,Estatística e Matemática,Sim,5,1,1,2,1,1,1,,1,1,,,,,,
15/12/2023 12:26:53,38,Feminino,1,Geologia,Não,,,,5,,,5,5,,,SGlib,1,,,,
15/12/2023 14:22:50,47,Masculino,12,Ciência da Computação,Não,3,1,1,5,3,1,2,4,1,1,,,,,,
15/12/2023 14:48:21,61,Masculino,20,"Engenharia de Alimentos, Economia e Ciências Biológicas",Não,3,1,2,5,3,1,4,4,1,1,Eu sou desenvolverdor de sistemas computacionais: eu uso a Linguagem JAVA,5,Eu sou desenvolverdor de sistemas computacionais: eu uso a Linguagem JAVA,5,Eu sou desenvolverdor de sistemas computacionais: eu uso a Linguagem JAVA,5
17/12/2023 08:36:52,32,Masculino,5,Estatística,Sim,4,1,1,4,,1,3,,1,1,,,,,,
17/12/2023 22:48:29,50,Masculino,31,Ciências com Licenciatura em Matemática,Não,1,1,1,4,1,1,1,1,1,1,,,,,,
18/12/2023 14:03:22,33,Masculino,5,Estatística,Sim,5,1,1,3,2,1,1,2,1,1,,,,,,
18/12/2023 14:54:16,39,Masculino,15,Engenharia de Produção,Não,,,,4,3,,2,,,,Input Analyzer. - Promodel,5,,,,
18/12/2023 18:22:56,54,Feminino,13,Tecnólogo em Processamento de Dados,Sim,1,1,1,4,2,1,1,1,1,4,Iramutec,4,Socrative,4,,
18/12/2023 22:33:55,45,Masculino,4,Engenharia Elétrica,Não,1,1,1,5,1,1,1,3,1,1,Matlab,5,,,,
26/12/2023 15:39:21,51,Masculino,13,Química Industrial,Não,5,1,1,5,2,1,2,2,1,1,Bioestat,5,,,,
03/01/2024 15:21:57,40,Masculino,7,Licenciatura em Matemática,Sim,5,1,1,2,1,1,1,3,1,1,,,,,,
04/01/2024 12:07:33,52,Feminino,23,Bacharelado em Estatística,Sim,2,1,1,4,4,1,3,1,1,1,,,,,,
05/01/2024 10:08:28,41,Masculino,1,Matemática,Não,1,1,1,5,1,1,1,1,1,1,Jamovi,3,,,,
